count(Paper);Country 1;Country 2;Journal;Category
3;Netherlands;Poland;Applied Ontology;Computer & Communication Sciences
1;Netherlands;Sweden;Applied Ontology;Computer & Communication Sciences
3;Netherlands;United States;Applied Ontology;Computer & Communication Sciences
5;Norway;United Kingdom;Applied Ontology;Computer & Communication Sciences
4;Russia;United Kingdom;Applied Ontology;Computer & Communication Sciences
15;Russia;United States;Applied Ontology;Computer & Communication Sciences
1;Saudi Arabia;United Kingdom;Applied Ontology;Computer & Communication Sciences
1;Senegal;United States;Applied Ontology;Computer & Communication Sciences
2;Spain;United Kingdom;Applied Ontology;Computer & Communication Sciences
1;Switzerland;United States;Applied Ontology;Computer & Communication Sciences
64;United Kingdom;United States;Applied Ontology;Computer & Communication Sciences
2;Argentina;France;Argument & Computation;Computer & Communication Sciences
3;Argentina;Netherlands;Argument & Computation;Computer & Communication Sciences
5;Argentina;United Kingdom;Argument & Computation;Computer & Communication Sciences
2;Australia;France;Argument & Computation;Computer & Communication Sciences
4;Australia;United Kingdom;Argument & Computation;Computer & Communication Sciences
3;Austria;France;Argument & Computation;Computer & Communication Sciences
2;Austria;Germany;Argument & Computation;Computer & Communication Sciences
3;Austria;Italy;Argument & Computation;Computer & Communication Sciences
1;Austria;Netherlands;Argument & Computation;Computer & Communication Sciences
1;Austria;Portugal;Argument & Computation;Computer & Communication Sciences
1;Austria;United States;Argument & Computation;Computer & Communication Sciences
1;Belgium;Germany;Argument & Computation;Computer & Communication Sciences
1;Belgium;Israel;Argument & Computation;Computer & Communication Sciences
1;Brazil;United Kingdom;Argument & Computation;Computer & Communication Sciences
5;Canada;France;Argument & Computation;Computer & Communication Sciences
1;Canada;Germany;Argument & Computation;Computer & Communication Sciences
2;Canada;Israel;Argument & Computation;Computer & Communication Sciences
2;Canada;Luxembourg;Argument & Computation;Computer & Communication Sciences
3;Canada;Netherlands;Argument & Computation;Computer & Communication Sciences
1;Canada;Portugal;Argument & Computation;Computer & Communication Sciences
8;Canada;United Kingdom;Argument & Computation;Computer & Communication Sciences
1;Canada;United States;Argument & Computation;Computer & Communication Sciences
1;China;Germany;Argument & Computation;Computer & Communication Sciences
1;China;Japan;Argument & Computation;Computer & Communication Sciences
1;China;Luxembourg;Argument & Computation;Computer & Communication Sciences
1;China;Netherlands;Argument & Computation;Computer & Communication Sciences
1;China;United Kingdom;Argument & Computation;Computer & Communication Sciences
4;Cyprus;France;Argument & Computation;Computer & Communication Sciences
1;Cyprus;Greece;Argument & Computation;Computer & Communication Sciences
5;France;Germany;Argument & Computation;Computer & Communication Sciences
1;France;Greece;Argument & Computation;Computer & Communication Sciences
1;France;Italy;Argument & Computation;Computer & Communication Sciences
1;France;Netherlands;Argument & Computation;Computer & Communication Sciences
2;France;Poland;Argument & Computation;Computer & Communication Sciences
9;France;United Kingdom;Argument & Computation;Computer & Communication Sciences
1;Germany;Israel;Argument & Computation;Computer & Communication Sciences
1;Germany;Italy;Argument & Computation;Computer & Communication Sciences
1;Germany;Japan;Argument & Computation;Computer & Communication Sciences
1;Germany;Luxembourg;Argument & Computation;Computer & Communication Sciences
1;Germany;Netherlands;Argument & Computation;Computer & Communication Sciences
2;Germany;Serbia;Argument & Computation;Computer & Communication Sciences
4;Germany;United Kingdom;Argument & Computation;Computer & Communication Sciences
1;Germany;United States;Argument & Computation;Computer & Communication Sciences
3;Israel;Luxembourg;Argument & Computation;Computer & Communication Sciences
4;Israel;United Kingdom;Argument & Computation;Computer & Communication Sciences
2;Italy;Netherlands;Argument & Computation;Computer & Communication Sciences
1;Italy;Portugal;Argument & Computation;Computer & Communication Sciences
1;Italy;Switzerland;Argument & Computation;Computer & Communication Sciences
5;Italy;United Kingdom;Argument & Computation;Computer & Communication Sciences
1;Italy;United States;Argument & Computation;Computer & Communication Sciences
1;Japan;Luxembourg;Argument & Computation;Computer & Communication Sciences
2;Japan;United Kingdom;Argument & Computation;Computer & Communication Sciences
4;Luxembourg;United Kingdom;Argument & Computation;Computer & Communication Sciences
9;Netherlands;United Kingdom;Argument & Computation;Computer & Communication Sciences
4;Netherlands;United States;Argument & Computation;Computer & Communication Sciences
4;Poland;United Kingdom;Argument & Computation;Computer & Communication Sciences
1;Portugal;United States;Argument & Computation;Computer & Communication Sciences
1;Serbia;United Kingdom;Argument & Computation;Computer & Communication Sciences
1;Switzerland;United Kingdom;Argument & Computation;Computer & Communication Sciences
1;Switzerland;United States;Argument & Computation;Computer & Communication Sciences
1;United Arab Emirates;United Kingdom;Argument & Computation;Computer & Communication Sciences
1;United Arab Emirates;United States;Argument & Computation;Computer & Communication Sciences
22;United Kingdom;United States;Argument & Computation;Computer & Communication Sciences
3;Australia;United Kingdom;Computability;Computer & Communication Sciences
1;Australia;United States;Computability;Computer & Communication Sciences
2;Austria;Canada;Computability;Computer & Communication Sciences
1;Austria;Czechia;Computability;Computer & Communication Sciences
4;Austria;Russia;Computability;Computer & Communication Sciences
1;Austria;United Kingdom;Computability;Computer & Communication Sciences
1;Austria;United States;Computability;Computer & Communication Sciences
2;Belgium;Germany;Computability;Computer & Communication Sciences
1;Bulgaria;Germany;Computability;Computer & Communication Sciences
1;Bulgaria;Italy;Computability;Computer & Communication Sciences
2;Bulgaria;Netherlands;Computability;Computer & Communication Sciences
1;Bulgaria;Norway;Computability;Computer & Communication Sciences
5;Bulgaria;United Kingdom;Computability;Computer & Communication Sciences
3;Bulgaria;United States;Computability;Computer & Communication Sciences
3;Canada;New Zealand;Computability;Computer & Communication Sciences
2;Canada;Russia;Computability;Computer & Communication Sciences
1;Canada;United Kingdom;Computability;Computer & Communication Sciences
4;Canada;United States;Computability;Computer & Communication Sciences
1;Chile;France;Computability;Computer & Communication Sciences
1;Chile;Germany;Computability;Computer & Communication Sciences
1;China;Germany;Computability;Computer & Communication Sciences
1;China;Singapore;Computability;Computer & Communication Sciences
3;China;United Kingdom;Computability;Computer & Communication Sciences
3;Czechia;India;Computability;Computer & Communication Sciences
2;Czechia;United Kingdom;Computability;Computer & Communication Sciences
1;Czechia;United States;Computability;Computer & Communication Sciences
1;Finland;Japan;Computability;Computer & Communication Sciences
4;France;Germany;Computability;Computer & Communication Sciences
1;France;Italy;Computability;Computer & Communication Sciences
1;France;Japan;Computability;Computer & Communication Sciences
1;France;South Africa;Computability;Computer & Communication Sciences
2;France;Spain;Computability;Computer & Communication Sciences
1;France;Sweden;Computability;Computer & Communication Sciences
1;France;United Kingdom;Computability;Computer & Communication Sciences
10;France;United States;Computability;Computer & Communication Sciences
3;Germany;Israel;Computability;Computer & Communication Sciences
3;Germany;Italy;Computability;Computer & Communication Sciences
2;Germany;Japan;Computability;Computer & Communication Sciences
4;Germany;Netherlands;Computability;Computer & Communication Sciences
1;Germany;New Zealand;Computability;Computer & Communication Sciences
1;Germany;Norway;Computability;Computer & Communication Sciences
1;Germany;Russia;Computability;Computer & Communication Sciences
1;Germany;Singapore;Computability;Computer & Communication Sciences
3;Germany;South Africa;Computability;Computer & Communication Sciences
1;Germany;Spain;Computability;Computer & Communication Sciences
8;Germany;United Kingdom;Computability;Computer & Communication Sciences
5;Germany;United States;Computability;Computer & Communication Sciences
2;Italy;Netherlands;Computability;Computer & Communication Sciences
1;Italy;Norway;Computability;Computer & Communication Sciences
2;Italy;Poland;Computability;Computer & Communication Sciences
2;Italy;South Africa;Computability;Computer & Communication Sciences
1;Italy;Spain;Computability;Computer & Communication Sciences
7;Italy;United Kingdom;Computability;Computer & Communication Sciences
3;Italy;United States;Computability;Computer & Communication Sciences
1;Japan;Russia;Computability;Computer & Communication Sciences
2;Japan;United Kingdom;Computability;Computer & Communication Sciences
4;Japan;United States;Computability;Computer & Communication Sciences
2;Netherlands;Norway;Computability;Computer & Communication Sciences
12;Netherlands;United Kingdom;Computability;Computer & Communication Sciences
2;Netherlands;United States;Computability;Computer & Communication Sciences
2;New Zealand;Romania;Computability;Computer & Communication Sciences
3;New Zealand;Singapore;Computability;Computer & Communication Sciences
1;New Zealand;South Africa;Computability;Computer & Communication Sciences
4;New Zealand;United States;Computability;Computer & Communication Sciences
7;Norway;United Kingdom;Computability;Computer & Communication Sciences
1;Norway;United States;Computability;Computer & Communication Sciences
1;Russia;South Korea;Computability;Computer & Communication Sciences
2;Singapore;United States;Computability;Computer & Communication Sciences
1;South Africa;Spain;Computability;Computer & Communication Sciences
1;South Africa;United Kingdom;Computability;Computer & Communication Sciences
2;South Africa;United States;Computability;Computer & Communication Sciences
1;Spain;Sweden;Computability;Computer & Communication Sciences
17;United Kingdom;United States;Computability;Computer & Communication Sciences
1;Canada;United States;Data Science;Computer & Communication Sciences
1;Denmark;France;Data Science;Computer & Communication Sciences
1;Denmark;Germany;Data Science;Computer & Communication Sciences
1;Denmark;Greece;Data Science;Computer & Communication Sciences
4;Denmark;Netherlands;Data Science;Computer & Communication Sciences
1;Denmark;Norway;Data Science;Computer & Communication Sciences
4;Denmark;Spain;Data Science;Computer & Communication Sciences
2;Denmark;Switzerland;Data Science;Computer & Communication Sciences
4;Denmark;United Kingdom;Data Science;Computer & Communication Sciences
1;Denmark;United States;Data Science;Computer & Communication Sciences
1;France;Germany;Data Science;Computer & Communication Sciences
1;France;Greece;Data Science;Computer & Communication Sciences
4;France;Netherlands;Data Science;Computer & Communication Sciences
4;France;Spain;Data Science;Computer & Communication Sciences
1;France;Switzerland;Data Science;Computer & Communication Sciences
4;France;United Kingdom;Data Science;Computer & Communication Sciences
1;France;United States;Data Science;Computer & Communication Sciences
1;Germany;Greece;Data Science;Computer & Communication Sciences
7;Germany;Netherlands;Data Science;Computer & Communication Sciences
4;Germany;Spain;Data Science;Computer & Communication Sciences
1;Germany;Switzerland;Data Science;Computer & Communication Sciences
4;Germany;United Kingdom;Data Science;Computer & Communication Sciences
1;Germany;United States;Data Science;Computer & Communication Sciences
4;Greece;Netherlands;Data Science;Computer & Communication Sciences
5;Greece;Spain;Data Science;Computer & Communication Sciences
1;Greece;Switzerland;Data Science;Computer & Communication Sciences
4;Greece;United Kingdom;Data Science;Computer & Communication Sciences
1;Greece;United States;Data Science;Computer & Communication Sciences
2;Italy;Netherlands;Data Science;Computer & Communication Sciences
2;Italy;Switzerland;Data Science;Computer & Communication Sciences
6;Italy;United Kingdom;Data Science;Computer & Communication Sciences
16;Netherlands;Spain;Data Science;Computer & Communication Sciences
6;Netherlands;Switzerland;Data Science;Computer & Communication Sciences
18;Netherlands;United Kingdom;Data Science;Computer & Communication Sciences
4;Netherlands;United States;Data Science;Computer & Communication Sciences
1;Norway;Switzerland;Data Science;Computer & Communication Sciences
1;Saudi Arabia;United States;Data Science;Computer & Communication Sciences
4;Spain;Switzerland;Data Science;Computer & Communication Sciences
20;Spain;United Kingdom;Data Science;Computer & Communication Sciences
4;Spain;United States;Data Science;Computer & Communication Sciences
5;Switzerland;United Kingdom;Data Science;Computer & Communication Sciences
1;Switzerland;United States;Data Science;Computer & Communication Sciences
4;United Kingdom;United States;Data Science;Computer & Communication Sciences
7;Algeria;France;Fundamenta Informaticae;Computer & Communication Sciences
3;Algeria;Morocco;Fundamenta Informaticae;Computer & Communication Sciences
1;Algeria;United Arab Emirates;Fundamenta Informaticae;Computer & Communication Sciences
1;Argentina;Brazil;Fundamenta Informaticae;Computer & Communication Sciences
